page	route	sequence	name	date	location	miles	chains	restriction	miles.chains
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08	LOUGHBOROUGH	111	46		111.46
0162	LN3201	033	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	30/08/08		111	56	*	111.56
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09	Loughborough North Jn	112	06		112.06
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09		112	40	*	112.40
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09		115	07	*	115.07
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09		115	31	*	115.31
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09		117	70	*	117.70
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09		118	05	*	118.05
0163	LN3201	034	St. Pancras to Tapton Jn (via Derby) SPC5 London North Eastern	14/02/09	EAST MIDLANDS PARKWAY	118	20		118.20
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Ratcliffe Jn	118	34	*	118.34
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Change of ELR	118	60		118.60
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Ratcliffe Norlh Jn	118	65	*	118.65
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Red Hill Tunnels	118	66		118.66
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	(141 metres! 154 yards Fast lines	118	74		118.74
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	155 metres I 170 yards Goods lines)	118	74	X	118.74
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Trent South Jn (GF)	119	16	*	119.16
0164	LN3201	035	St. Prancras to Tapton Jn (via Derby) SPC5 SPCS London North Eastern	30/08/08	Trent South . Jn	119	17		119.17
0165	LN3201	036	St. Pancras to Tapton Jn (via Derby) SPC6 London North Eastern	17/12/08	Sheet Stores Jn	119	58		119.58
0165	LN3201	036	St. Pancras to Tapton Jn (via Derby) SPC6 London North Eastern	17/12/08		119	65	*	119.65
0165	LN3201	036	St. Pancras to Tapton Jn (via Derby) SPC6 London North Eastern	17/12/08	LONG EATON	120	28		120.28
0165	LN3201	036	St. Pancras to Tapton Jn (via Derby) SPC6 London North Eastern	17/12/08	Sawley LC	121	39	CCTV	121.39
0165	LN3201	036	St. Pancras to Tapton Jn (via Derby) SPC6 London North Eastern	17/12/08		121	40	*	121.40
